@relation 'data/M_multi_metrics_LC.csv-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R17,44,46,62-weka.filters.unsupervised.attribute.Standardize_principal components-weka.filters.unsupervised.attribute.Remove-V-R1-19'

@attribute 0.197WCHU_wmc... numeric
@attribute 0.281LDHH_fanIn... numeric
@attribute -0.282LDHH_numberOfAttributesInherited... numeric
@attribute 0.311WCHU_numberOfAttributesInherited... numeric
@attribute -0.308LDHH_numberOfPublicMethods... numeric
@attribute -0.456LDHH_noc... numeric
@attribute 0.347CvsExpEntropy... numeric
@attribute -0.357LDHH_dit... numeric
@attribute 0.328LDHH_dit... numeric
@attribute -0.445ck_oo_numberOfPublicAttributes... numeric
@attribute -0.343LDHH_numberOfPublicAttributes... numeric
@attribute '0.47 ck_oo_dit...' numeric
@attribute 0.417ck_oo_numberOfPrivateAttributes... numeric
@attribute 0.345ck_oo_fanOut... numeric
@attribute 0.419ck_oo_numberOfPublicAttributes... numeric
@attribute -0.444LDHH_numberOfPublicAttributes... numeric
@attribute 0.372LDHH_numberOfAttributesInherited... numeric
@attribute '0.43 CvsLogEntropy...' numeric
@attribute class {buggy,clean}

@data
-1.981462,-0.803195,0.455867,-0.348263,0.392137,0.114633,0.814719,-0.222277,-0.360323,-0.821525,-0.030146,-1.079101,-0.642077,-0.267953,0.565285,0.121129,-0.458194,-0.342842,clean
-1.382047,-1.530877,0.737295,1.050749,-0.739343,-0.083717,-0.838268,-0.080499,0.529286,0.711922,-0.380208,0.065304,1.48478,0.121104,0.105402,-0.851366,0.534625,0.081517,clean
-1.55541,2.510303,2.825533,-0.559167,-0.228507,0.222611,-0.537316,0.085915,0.647056,-0.221221,-0.971377,-0.475631,-0.544817,-0.096004,-0.356523,0.982377,0.585244,-0.209147,clean
-0.862322,-2.183744,1.627014,0.440335,-0.847332,0.443895,0.245203,1.177138,1.297736,0.460072,1.32036,-0.029257,-0.643443,0.352107,0.429481,-0.292693,0.300216,0.217683,clean
-1.03827,0.30182,-0.701983,-0.535775,0.764218,0.030969,0.189402,-0.719829,-1.454372,-0.449398,0.018696,-0.218028,0.127486,-0.250038,-0.058858,-0.107177,-0.398904,-0.243836,clean
5.669362,2.475237,-0.900806,-1.854434,-1.836424,3.133355,3.648995,-3.251723,1.496754,0.375285,-2.4402,-0.196982,1.757503,2.331187,1.405475,1.046405,-2.27799,3.641189,clean
5.1516,-0.105191,-2.346704,-0.991592,2.227125,-0.454268,0.042226,0.460833,-0.115907,-1.529703,-0.888728,-0.19516,2.096043,-1.516018,-1.234268,-0.195041,-0.771445,0.686015,buggy
15.03716,-2.041184,-2.629373,-3.353383,3.067729,1.331658,3.892651,-3.164755,1.134847,3.675859,1.28827,-1.654026,0.763951,-4.141349,-0.338859,1.164762,1.058016,0.011546,buggy
-2.606619,-0.956537,0.995468,-1.10535,-0.038434,-0.310918,-0.207226,0.951706,0.646493,-1.336222,-0.198983,1.452177,-0.244782,-0.499569,0.818318,0.770089,0.509131,-0.222749,clean
-0.454921,0.007017,-0.63178,-0.776017,0.611683,-0.132345,-0.576302,0.735262,-0.210978,-0.101976,-0.676546,1.309212,-0.01086,-0.089456,-1.015255,-0.865807,-0.626325,-0.536001,clean
74.292319,-11.720242,9.818095,2.911575,10.868428,-9.166597,-10.919722,-1.006963,-5.156484,4.70763,-1.06081,0.336249,-1.862664,2.883686,5.597127,3.246539,1.010411,-3.776896,buggy
-2.113753,-0.523444,0.573589,-0.591813,0.566911,0.010041,0.20393,1.291196,0.627012,-1.181,0.684723,0.185187,-0.422041,0.191715,1.07187,0.383906,0.099654,0.029894,clean
-2.568937,0.006188,-0.237528,-0.301088,0.467552,-0.268616,-0.665176,0.159107,0.025947,0.375216,-0.408307,0.513717,0.184689,0.023327,0.371257,-0.055322,-0.14662,-0.039441,clean
-0.630532,1.257618,-2.038116,1.639223,0.905533,-0.600244,-2.134224,-0.910955,1.702018,-0.424786,-0.300001,0.334661,-0.650601,-1.027464,-0.40888,-0.504262,-0.321303,0.890397,clean
0.4352,0.370942,-2.110813,3.504174,1.251159,0.776092,0.484935,1.310991,0.150699,-0.37067,0.198704,-1.43832,1.01274,1.677537,-0.076021,0.623083,0.286056,-0.219614,clean
-2.38044,-0.286304,0.464432,-0.407272,0.408129,-0.250854,-0.466499,0.613598,-0.044741,0.014658,0.485414,-0.830431,-0.175453,0.481641,-0.069443,0.160012,-0.172151,0.27408,clean
-2.609732,-0.168123,0.698982,-0.979018,0.511288,-0.378696,-0.553623,0.291416,-0.270522,-0.199412,0.083864,-0.503443,-0.390058,0.134987,-0.388233,0.626909,-0.100197,-0.034195,clean
-0.727287,0.861024,-1.334158,0.934681,0.831579,0.70832,0.420455,0.013383,-0.099424,0.805353,-0.536948,-0.425471,0.130253,-0.679082,0.841949,-0.436089,0.258397,-0.194737,clean
1.604146,8.785718,4.400893,3.337442,-1.885729,-14.693691,8.685238,-1.474794,-2.510562,0.693312,2.248333,1.780136,0.173842,-0.650919,0.014317,-1.449336,0.286794,-0.019761,buggy
1.098372,1.069663,-0.274344,0.588141,1.981321,1.073536,0.001053,-1.299908,-1.700165,-0.676907,-0.155225,0.244719,0.605911,0.009312,-0.616399,-0.120071,-0.700018,-0.478415,clean
0.978928,1.730677,1.681933,0.238366,1.376273,0.876915,-0.927534,0.762694,1.00791,-0.09766,-0.472111,-0.514399,-0.075011,0.613969,-0.294478,-0.264487,-0.4943,-0.075303,clean
-2.018997,-0.174285,0.164383,-0.594869,0.852982,0.183552,0.672671,-0.495139,-0.475903,-0.326203,0.216647,-1.12175,-0.459872,0.106064,0.136593,0.322054,-0.316515,-0.137435,clean
-2.456905,0.916513,-0.739507,0.675551,0.806636,-0.141215,-0.536513,1.195084,-0.041165,0.443902,-0.358736,-1.702522,0.015705,0.439484,1.333048,-0.696838,-0.750762,0.237583,clean
-2.396218,-0.117511,0.669539,-0.524041,0.362359,-0.676311,-0.229077,0.506316,-0.16537,-0.002268,0.425687,-0.344389,-0.250436,0.482885,-0.292536,0.32654,-0.018352,0.310877,clean
-2.331262,-0.955962,0.98416,-0.694638,-0.053129,-0.476944,-0.686323,-0.2636,0.031085,-0.394588,-0.373722,0.007386,0.89863,-0.25401,-0.458037,0.363871,0.727216,-0.147764,clean
-1.027653,5.275104,3.50376,1.931542,-0.683509,-8.313766,4.099811,0.069645,-0.353923,0.735424,1.074619,0.45316,-0.195343,0.253847,0.082147,-0.21058,-0.051233,0.010293,clean
5.520536,4.093453,-2.434283,-2.941228,-6.916275,-3.277201,1.367258,1.635617,0.179188,1.583194,0.34408,0.613811,1.936715,0.775968,-1.285477,1.685687,-2.229189,0.715407,clean
-2.250214,-0.104784,0.037439,-0.404968,0.223554,-0.079862,-0.610865,0.623695,0.569908,1.103025,0.358223,0.129587,0.112444,-0.069682,-0.052002,-0.148202,-0.017644,-0.135451,clean
-2.861119,-0.010646,-0.089228,-0.470085,0.452814,-0.494436,-0.786604,0.476288,-0.125838,0.347076,-0.315032,-0.17925,-0.049383,0.083407,0.188243,0.045924,-0.178336,0.089589,clean
-0.643209,-0.00448,-2.383711,3.322858,0.601134,1.059403,1.062667,1.031394,-0.641222,-0.182194,0.81967,-0.812686,0.086419,2.26835,0.032295,0.372227,0.107636,-0.343523,clean
-2.442436,0.416306,0.878957,-0.339245,0.300739,-0.838195,-0.346773,1.012735,0.079776,-0.347572,0.253774,-0.58641,-0.323708,0.123498,0.498714,0.182915,-0.297432,0.031953,clean
-2.710766,-0.203807,0.904474,-1.336808,0.521419,-0.59203,-0.294077,-0.097727,-0.344473,-0.347236,-0.229884,-0.407379,-0.499222,-0.278424,-0.564394,0.871532,0.177527,-0.146644,clean
-0.792032,1.113736,-1.396886,1.85433,0.222823,-1.620595,-0.336007,0.795157,-1.06478,0.972575,-0.179721,1.136024,1.427561,0.635898,0.496894,-1.420519,-1.441552,0.258318,clean
-1.553874,-0.20871,-0.51982,0.662823,0.525871,0.559976,0.45456,-0.518596,-0.676912,0.048928,0.138163,-0.046763,0.543647,1.015601,0.370904,-0.34914,-0.711745,-0.072258,clean
-2.801982,-0.156169,0.066463,-0.468895,0.379136,-0.54078,-0.774997,0.467733,0.011566,0.210259,-0.268442,-0.409103,0.157922,-0.069836,0.248306,-0.006894,0.001938,0.080927,clean
0.257129,4.584419,1.969569,1.404316,-0.24507,-5.250243,3.179388,-0.79751,-0.911074,0.221826,0.393388,0.276352,0.098239,-0.37298,0.254246,-0.374787,0.047491,-0.592751,clean
-1.749507,-0.228616,0.161139,-0.741633,1.156495,-0.531032,-0.590409,0.439214,-0.261167,0.365787,0.174444,-0.818283,-0.798285,0.193651,0.047807,0.357219,0.062515,0.443918,clean
-3.016459,-0.152104,0.935516,-1.391075,0.390249,-0.782808,-0.640477,0.273451,-0.171911,-0.17739,-0.300325,-0.356667,-0.543585,-0.295761,-0.554431,0.813164,0.277197,0.030769,clean
-1.404384,-0.063084,-0.265785,-0.133481,0.296085,-0.033523,-0.898099,0.260616,-0.636886,0.460933,-0.189556,1.0003,0.382557,0.04333,-0.79736,-0.098951,0.01675,0.290054,clean
-1.941474,-0.957807,1.189166,-1.340387,0.33251,-0.448185,-0.368947,0.523542,0.534795,-0.057374,0.063784,0.289427,-0.921049,-0.010213,0.216516,1.147129,0.485764,-0.371566,clean
6.555497,-1.789039,-0.43578,-0.65088,2.427614,1.016112,2.105751,-1.833845,-0.223857,0.336038,0.760461,-1.226797,0.749714,-1.646439,-0.664538,-0.351628,0.735591,0.73678,clean
-2.596746,-0.344212,0.669558,-1.030168,0.475142,-0.36065,-0.414594,0.246897,-0.132509,-0.050814,0.106671,-0.460942,-0.407287,0.156956,-0.4247,0.585951,0.197948,0.101956,clean
-1.054881,-0.100994,-1.231545,1.0801,-0.00617,0.48691,-0.209668,0.681417,0.070549,1.830669,-0.953614,2.293875,-0.459049,-0.941188,-1.152911,0.703693,0.017082,0.09815,clean
-0.989583,-0.031367,-0.535259,-0.074715,0.968791,1.216817,1.302716,-2.691726,-1.088892,-0.14419,-0.3491,1.324113,-0.202713,2.086552,1.405652,-0.350495,-0.845729,1.888755,clean
8.477113,2.894959,-9.569048,1.118701,-8.152045,-5.03957,-0.829176,-4.768379,4.213858,-1.236104,1.674291,-1.323734,-0.83322,3.779153,0.371622,4.400599,-1.323691,-2.352117,buggy
-0.675256,-4.173386,2.123187,1.888586,-2.091826,-0.146759,0.214031,-1.487596,-0.632076,-0.148513,-1.788876,-0.746348,0.730981,-0.639437,-0.854411,-0.480815,0.437886,-0.143276,clean
-1.214117,-0.590735,-0.500801,-0.170052,-0.646351,0.012061,-0.492936,0.503696,0.819648,1.84113,0.161251,0.235903,1.009898,-1.249757,0.757889,-1.181165,0.879971,-0.085266,clean
3.611184,-1.785877,2.137156,0.954494,-2.42935,2.340068,-0.482242,1.849305,2.298014,3.946232,5.180792,1.397224,0.977847,0.820565,-0.986345,-1.277682,0.08707,-0.948583,clean
-2.707744,0.412591,-1.110896,0.527463,0.870875,-0.426791,-0.432706,1.182362,-0.251363,0.411985,-0.151189,-1.641466,0.039478,0.472875,1.269691,-0.704935,-0.801631,0.224086,clean
